Date,SP500,DAX,Nikkei
1994-09-16,471.1900,2097.4500,19796.2598
1994-09-19,470.8500,2100.5500,19554.1094
1994-09-20,463.3600,2059.1499,19837.2695
1994-09-21,461.4600,2067.1699,19885.3809
1994-09-22,461.2700,2072.8101,19833.6699
1994-09-26,460.8200,2057.8301,19814.3594
1994-09-27,462.0500,2056.8899,19468.8906
1994-09-28,464.8400,2070.3601,19507.5996
1994-09-29,462.2400,2016.0800,19615.1191
1994-09-30,462.7100,2002.3000,19563.8105
1994-10-04,454.5900,1988.6700,19568.6094
1994-10-05,453.5200,1946.4900,19751.5508
1994-10-06,452.3600,1965.4100,19655.2305
1994-10-07,455.1000,1977.6700,19744.7500
1994-10-11,465.7900,2087.7100,19821.4609
1994-10-12,465.4700,2072.6799,20089.7207
1994-10-13,467.7900,2108.0801,20148.8301
1994-10-14,469.1000,2118.5200,19969.2891
1994-10-17,468.9600,2095.5801,19958.2891
1994-10-18,467.6600,2069.5801,19992.4004
1994-10-19,470.2800,2058.1299,19868.8691
1994-10-20,466.8500,2048.1499,19991.9004
1994-10-21,464.8900,2016.6000,19899.0801
1994-10-24,460.8300,2022.6400,19852.3691
1994-10-25,461.5300,1995.8500,19732.1504
1994-10-26,462.6200,2009.4500,19746.3496
1994-10-27,465.8500,2026.3700,19796.3594
1994-10-28,473.7700,2064.8601,19805.1602
1994-10-31,472.3500,2061.5801,19989.5996
1994-11-01,468.4200,2066.1799,19916.4805
1994-11-02,466.5100,2039.9100,19750.6504
1994-11-04,462.2800,2069.3899,19811.5605
1994-11-07,463.0700,2043.3000,19619.2207
1994-11-08,465.6500,2056.3601,19609.0195
1994-11-09,465.4000,2090.7800,19423.8809
1994-11-10,464.3700,2098.0400,19264.8496
1994-11-11,462.3500,2073.6699,19284.3594
1994-11-14,466.0400,2091.0400,19261.4492
1994-11-15,465.0300,2112.2100,19391.6797
1994-11-17,463.5700,2091.9399,19336.5703
1994-11-18,461.4700,2089.4800,19302.5605
1994-11-21,458.3000,2097.2000,19121.7207
1994-11-22,450.0900,2073.2900,18962.9902
1994-11-25,452.2900,2056.2700,18666.9297
1994-11-28,454.1600,2050.8201,18811.3594
1994-11-29,455.1700,2036.2400,18926.4902
1994-11-30,453.6900,2057.2800,19075.6191
1994-12-01,448.9200,2045.5400,19013.5996
1994-12-02,453.3000,2042.3800,18998.3008
1994-12-05,453.3200,2067.2600,19305.6602
1994-12-06,453.1100,2046.9900,19340.4707
1994-12-07,451.2300,2044.0400,19174.2305
1994-12-08,445.4500,2041.8500,19180.0391
1994-12-09,446.9600,2024.1899,18978.3008
1994-12-12,449.4700,2003.6400,18975.0996
1994-12-13,450.1500,2019.1300,18875.4805
1994-12-14,454.9700,2040.9399,18931.4902
1994-12-15,455.3400,2054.2300,19121.1191
1994-12-16,458.8000,2069.8999,19163.4297
1994-12-19,457.9100,2066.5901,19270.8496
1994-12-20,457.1000,2080.1599,19406.9805
1994-12-21,459.6100,2095.5000,19340.6699
1994-12-22,459.6800,2102.2500,19633.5293
1994-12-27,462.4700,2110.7700,19711.3594
1994-12-28,460.8600,2097.3401,19665.5293
1994-12-29,461.1700,2074.6799,19752.9805
1994-12-30,459.2700,2097.5100,19723.0605
1995-01-04,460.7100,2072.8999,19684.0391
1995-01-05,460.3400,2051.4600,19616.1094
1995-01-06,460.6800,2058.2000,19519.4609
1995-01-09,460.8300,2053.4099,19444.9199
1995-01-10,461.6800,2062.0801,19501.4492
1995-01-11,461.6600,2061.7600,19548.4707
1995-01-12,461.6400,2059.6799,19410.0098
1995-01-13,465.9700,2064.1399,19331.1699
1995-01-17,470.0500,2081.3899,19241.3203
1995-01-18,469.7100,2085.6201,19223.3105
1995-01-19,466.9500,2079.6001,19075.7402
1995-01-20,464.7800,2050.8601,18840.2207
1995-01-23,465.8200,2013.0300,17785.4902
1995-01-24,465.8600,2027.6700,18060.7305
1995-01-25,467.4400,2026.9700,18159.4805
1995-01-26,468.3200,2040.7900,18070.8398
1995-01-27,470.3900,2030.5601,18104.3496
1995-01-30,468.5100,2026.6801,18752.8809
1995-01-31,470.4200,2024.8199,18649.8203
1995-02-01,470.4000,2047.4399,18739.4707
1995-02-02,472.7900,2038.4600,18604.3008
1995-02-03,478.6500,2077.9399,18538.9707
1995-02-06,481.1400,2085.0801,18667.2305
1995-02-07,480.8100,2093.0100,18500.5508
1995-02-08,481.1900,2087.7800,18290.2500
1995-02-09,480.1900,2117.8000,18099.5508
1995-02-10,481.4600,2127.5601,18291.3496
1995-02-13,481.6500,2118.9600,18313.8594
1995-02-14,482.5500,2128.3301,18138.4707
1995-02-15,484.5400,2135.4900,17991.0000
1995-02-16,485.2200,2112.0601,17780.5898
1995-02-17,481.9700,2119.2900,18020.5098
1995-02-21,482.7200,2101.8201,18096.2500
1995-02-22,485.0700,2096.2600,18106.6504
1995-02-23,486.9100,2126.4399,17830.0195
1995-02-24,488.1100,2117.5901,17472.9395
1995-02-27,483.8100,2106.0500,16808.6992
1995-02-28,487.3900,2097.8501,17053.4297
1995-03-01,485.6500,2127.2100,16618.7109
1995-03-02,485.1300,2116.6399,16963.1797
1995-03-03,485.4200,2094.1599,17039.6191
1995-03-06,485.6300,2069.9500,17040.7207
1995-03-07,482.1200,2041.2600,16955.2793
1995-03-08,483.1400,2029.3800,16621.3105
1995-03-09,483.1600,1989.2000,16763.0801
1995-03-10,489.5700,2008.8500,16358.3799
1995-03-13,490.0500,1974.1400,16477.6406
1995-03-14,492.8900,2022.5000,16245.8203
1995-03-15,491.8800,1995.2200,16666.8301
1995-03-16,495.4100,2016.1500,16355.6797
1995-03-17,495.5200,1979.5200,16251.2305
1995-03-20,496.1400,1984.9900,16129.9600
1995-03-22,495.6700,1978.0699,15904.8496
1995-03-23,495.9500,1935.0800,15813.4102
1995-03-24,500.9700,1935.8700,15749.7695
1995-03-27,503.2000,1928.8199,16096.2500
1995-03-28,503.9000,1911.7000,16681.7305
1995-03-29,503.1200,1918.8500,16460.7305
1995-03-30,502.2200,1949.7600,16512.2207
1995-03-31,500.7100,1914.6899,16139.9502
1995-04-03,501.8500,1934.9600,15381.2900
1995-04-04,505.2400,1965.6801,15630.5303
1995-04-05,505.5700,1972.5900,15882.4902
1995-04-06,506.0800,1976.5200,15815.8701
1995-04-07,506.4200,1978.7100,15719.5000
1995-04-10,507.0100,1980.8101,16163.0898
1995-04-11,505.5300,1979.2600,16268.8799
1995-04-12,507.1700,1991.0800,16344.9199
1995-04-13,509.2300,1982.9900,16438.7891
1995-04-18,505.3700,1954.6200,16225.1104
1995-04-19,504.9200,1943.8800,16376.0801
1995-04-20,505.2900,1955.3300,16643.0605
1995-04-21,508.4900,1987.7000,16968.2402
1995-04-24,512.8900,1978.9700,16804.0508
1995-04-25,512.1000,2007.5699,16910.5391
1995-04-26,512.6600,2028.5200,16826.4902
1995-04-27,513.5500,2024.2500,16883.9902
1995-04-28,514.7100,2017.9500,16806.7500
1995-05-02,514.8600,2036.4700,17088.6602
1995-05-08,523.9600,2030.6500,17103.6895
1995-05-09,523.5600,2050.6599,16958.2207
1995-05-10,524.3600,2064.4099,16826.4902
1995-05-11,524.3700,2086.4099,16461.7305
1995-05-12,525.5500,2102.3999,16420.7598
1995-05-15,527.7400,2092.0000,16609.6992
1995-05-16,528.1900,2109.3601,16388.9004
1995-05-17,527.0700,2088.9900,16471.3496
1995-05-18,519.5800,2083.8000,16312.5596
1995-05-19,519.1900,2064.4199,16140.8496
1995-05-22,523.6500,2096.8701,15789.1201
1995-05-23,528.5900,2083.5500,15916.1504
1995-05-24,528.6100,2105.8799,15970.7500
1995-05-26,523.6500,2065.7100,15694.2500
1995-05-30,523.5800,2081.4600,15762.9697
1995-05-31,533.4000,2099.9500,15436.7900
1995-06-01,533.4900,2119.2400,15594.5703
1995-06-02,532.5100,2132.7200,15849.1299
1995-06-06,535.5500,2154.1699,15660.9902
1995-06-07,533.1300,2136.7200,15679.6201
1995-06-08,532.3500,2137.2100,15442.2998
1995-06-09,527.9400,2107.1599,15044.1797
1995-06-12,530.8800,2127.7900,14813.4600
1995-06-13,536.0500,2124.2500,14599.6797
1995-06-14,536.4700,2124.8401,14660.4902
1995-06-16,539.8300,2125.0601,14703.1699
1995-06-19,545.2200,2154.1299,14700.0596
1995-06-20,544.9800,2140.3601,14665.7002
1995-06-21,543.9800,2144.8799,14951.2100
1995-06-22,551.0700,2162.3899,14926.3701
1995-06-23,549.7100,2138.2200,15265.1797
1995-06-26,544.1300,2137.3601,15145.3604
1995-06-27,542.4300,2128.9900,14759.0498
1995-06-28,544.7300,2091.3000,14618.0703
1995-06-29,543.8700,2094.6799,14507.1699
1995-06-30,544.7500,2089.0400,14517.4004
1995-07-03,547.0900,2099.6799,14485.4102
1995-07-05,547.2600,2117.6299,14830.4404
1995-07-06,553.9900,2111.3501,15256.8896
1995-07-07,556.3700,2163.3701,16213.0801
1995-07-10,557.1900,2184.3899,16242.6602
1995-07-11,554.7800,2194.1499,16588.1895
1995-07-12,560.8900,2200.3201,16605.7402
1995-07-13,561.0000,2193.7200,16505.6699
1995-07-14,559.8900,2191.2500,16517.6992
1995-07-17,562.7200,2201.3601,16842.4707
1995-07-18,558.4600,2183.7100,16574.3496
1995-07-19,550.9800,2195.3101,16422.4395
1995-07-20,553.5400,2183.5200,16453.4199
1995-07-21,553.6200,2196.5400,16589.0898
1995-07-24,556.6300,2232.0200,16591.5000
1995-07-25,561.1000,2232.2300,16148.4004
1995-07-26,561.6100,2237.7300,16387.2500
1995-07-27,565.2200,2239.3601,16625.1895
1995-07-28,562.9300,2217.9099,16649.4492
1995-07-31,562.0600,2222.5100,16677.5293
1995-08-01,559.6400,2211.2600,16358.5703
1995-08-02,558.8000,2249.6001,16720.7500
1995-08-03,558.7500,2234.8601,16893.7109
1995-08-04,558.9400,2236.6799,16741.1992
1995-08-07,560.0300,2244.5601,16615.4609
1995-08-08,560.3900,2236.8899,16838.9707
1995-08-09,559.7100,2222.2800,16789.3301
1995-08-10,557.4500,2236.7200,16728.9707
1995-08-11,555.1100,2228.4399,16792.3398
1995-08-14,559.7400,2211.0300,16916.5703
1995-08-15,558.5700,2236.7300,17452.7207
1995-08-16,559.9700,2251.6399,18158.7305
1995-08-17,559.0400,2253.9299,18149.6992
1995-08-18,559.2100,2265.8601,18032.4902
1995-08-21,558.1100,2269.6001,17871.0508
1995-08-22,559.5200,2258.9700,17877.7695
1995-08-23,557.1400,2262.6599,17731.9805
1995-08-24,557.4600,2253.9099,17921.9902
1995-08-25,560.1000,2257.3401,17770.6797
1995-08-28,559.0500,2240.3101,17847.2891
1995-08-29,560.0000,2230.2700,18135.1602
1995-08-30,560.9200,2251.3000,17983.8594
1995-08-31,561.8800,2234.2300,18117.2207
1995-09-01,563.8400,2242.7600,18120.7305
1995-09-05,569.1700,2266.5701,17794.0391
1995-09-06,570.1700,2266.3701,17620.3809
1995-09-07,570.2900,2269.0100,17621.1797
1995-09-08,572.6800,2266.7700,18279.5508
1995-09-11,573.9100,2268.2600,18486.1094
1995-09-12,576.5100,2266.0701,18472.1699
1995-09-13,578.7700,2300.7200,18614.2598
1995-09-14,583.6100,2300.2900,18758.5508
1995-09-18,582.7700,2289.4900,18319.1602
1995-09-19,584.2000,2306.6599,18474.3809
1995-09-20,586.7700,2294.1499,18198.6406
1995-09-21,583.0000,2275.7200,18034.7891
1995-09-22,581.7300,2204.4399,17713.9297
1995-09-25,581.8100,2212.9700,17566.4297
1995-09-26,581.4100,2232.0200,17921.9805
1995-09-27,581.0400,2190.8999,18262.4297
1995-09-28,585.8700,2184.2400,18022.8594
1995-09-29,584.4100,2201.2700,17913.0605
1995-10-02,581.7200,2197.0100,17739.8398
1995-10-04,581.4700,2211.6001,18145.0801
1995-10-05,582.6300,2191.5400,18220.4102
1995-10-06,582.4900,2176.3501,18506.2793
1995-10-09,578.3700,2157.4099,18176.2695
1995-10-11,579.4600,2153.5601,17891.1895
1995-10-12,583.1000,2159.7300,17971.4004
1995-10-13,584.5000,2206.1101,17880.8301
1995-10-16,583.0300,2193.8501,18016.4395
1995-10-17,586.7800,2185.5200,17916.5996
1995-10-18,587.4400,2197.5701,17895.9707
1995-10-19,590.6500,2176.0901,17955.3594
1995-10-20,587.4600,2148.1201,18157.3301
1995-10-23,585.0600,2116.8601,18156.2402
1995-10-24,586.5400,2114.8799,18014.2500
1995-10-25,582.4700,2140.7400,17970.8105
1995-10-26,576.7200,2142.7400,17726.6797
1995-10-27,579.7000,2112.0100,17337.1895
1995-10-30,583.2500,2149.7100,17509.1699
1995-10-31,581.5000,2165.7600,17654.6406
1995-11-01,584.2200,2182.1101,17474.4902
1995-11-02,589.7200,2180.4900,18028.8008
1995-11-06,588.4600,2168.5701,18036.9707
1995-11-07,586.3200,2174.2700,18021.2207
1995-11-08,591.7100,2184.0500,17863.2891
1995-11-09,593.2600,2182.4700,17821.0391
1995-11-10,592.7200,2174.7800,17843.5605
1995-11-13,592.3000,2195.1499,17789.4609
1995-11-14,589.2900,2197.3401,17802.5098
1995-11-15,593.9600,2196.6399,17682.7402
1995-11-16,597.3400,2202.5000,17939.5195
1995-11-17,600.0700,2196.5901,18151.1602
1995-11-20,596.8500,2204.0100,18383.8203
1995-11-21,600.2400,2201.8999,18384.3203
1995-11-22,598.4000,2194.5300,18239.8398
1995-11-24,599.9700,2210.9199,18215.2305
1995-11-27,601.3200,2247.9700,18543.1406
1995-11-28,606.4500,2242.9099,18688.4199
1995-11-29,607.6400,2249.7500,18533.9805
1995-11-30,605.3700,2254.9500,18744.4199
1995-12-01,606.9800,2266.5601,18833.0996
1995-12-04,613.6800,2261.0801,18897.3691
1995-12-05,617.6800,2269.3401,18879.5293
1995-12-06,620.1800,2274.9399,19067.8594
1995-12-07,616.1700,2260.6201,19412.3203
1995-12-08,617.4800,2277.7000,19286.9707
1995-12-11,619.5200,2280.3899,19226.7793
1995-12-12,618.7800,2278.6399,19312.7695
1995-12-13,621.6900,2283.2600,19283.4805
1995-12-14,616.9200,2286.2100,19499.3008
1995-12-15,616.3400,2283.8401,19346.5508
1995-12-18,606.8100,2240.2400,19311.0801
1995-12-19,611.9300,2241.4299,19140.4902
1995-12-20,605.9400,2268.0701,19448.5898
1995-12-21,610.4900,2268.3501,19653.2500
1995-12-22,611.9500,2280.8101,19744.4199
1995-12-27,614.5300,2280.4399,20011.7598
1995-12-28,614.1200,2273.8999,19873.1309
1995-12-29,615.9300,2260.6899,19868.1504
1996-01-04,617.7000,2332.8101,20618.0000
1996-01-05,616.7100,2315.6599,20669.0293
1996-01-08,618.4600,2336.7600,20563.5801
1996-01-09,609.4500,2351.4700,20652.0801
1996-01-10,598.4800,2340.3101,20612.3203
1996-01-11,602.6900,2330.9800,20377.9199
1996-01-12,601.8100,2353.8899,20287.4199
1996-01-16,608.4400,2379.4299,20567.0703
1996-01-17,606.3700,2375.6299,20570.2598
1996-01-18,608.2400,2389.6201,20370.0391
1996-01-19,611.8300,2400.5801,20365.7598
1996-01-22,613.4000,2391.7400,20196.5293
1996-01-23,612.7900,2393.1201,20080.9199
1996-01-24,619.9600,2436.6799,20312.7402
1996-01-25,617.0300,2437.0200,20414.6895
1996-01-26,621.6200,2449.7100,20663.8398
1996-01-29,624.2200,2437.7000,20589.1992
1996-01-30,630.1500,2456.0901,20722.4395
1996-01-31,636.0200,2463.0000,20812.7402
1996-02-01,638.4600,2472.5300,20935.1191
1996-02-02,635.8400,2459.8101,20904.0293
1996-02-05,641.4300,2416.8401,20653.3809
1996-02-06,646.3300,2437.9800,20751.1504
1996-02-07,649.9300,2442.4299,20943.4902
1996-02-08,656.0700,2411.4900,21118.3008
1996-02-09,656.3700,2435.0701,20934.8203
1996-02-13,660.5100,2436.0901,20784.2305
1996-02-14,655.5800,2427.7700,20943.5898
1996-02-15,651.3200,2426.5100,20886.1895
1996-02-16,647.9800,2423.6001,20802.7695
1996-02-20,640.6500,2373.0100,20655.6699
1996-02-21,648.1000,2401.5901,20372.2305
1996-02-22,658.8600,2421.9299,20340.9395
1996-02-23,659.0800,2449.5200,20300.3809
1996-02-26,650.4600,2438.7300,20480.2695
1996-02-27,647.2400,2449.0901,20000.4004
1996-02-28,644.7500,2486.9500,19919.9707
1996-02-29,640.4300,2485.1799,20125.3691
1996-03-01,644.3700,2488.8501,20168.6309
1996-03-04,650.8100,2486.8301,20063.8809
1996-03-05,655.7900,2472.5200,20183.8691
1996-03-06,652.0000,2471.3799,20241.1797
1996-03-07,653.6500,2479.3799,19957.1504
1996-03-08,633.5000,2448.8000,20155.8691
1996-03-11,640.0200,2419.7200,19796.2891
1996-03-12,637.0900,2415.2900,19950.2695
1996-03-13,638.5500,2417.0000,19734.6992
1996-03-14,640.8700,2432.4600,19923.6602
1996-03-15,641.4300,2458.0000,20190.8496
1996-03-18,652.6500,2472.5500,20285.1309
1996-03-19,651.6900,2484.7400,20442.5996
1996-03-21,649.1900,2505.3201,20727.5293
1996-03-22,650.6200,2479.8401,20700.9199
1996-03-25,650.0400,2514.8000,20915.4395
1996-03-26,652.9700,2505.7800,21014.7695
1996-03-27,648.9100,2523.8101,21329.9805
1996-03-28,648.9400,2502.9399,21295.8203
1996-03-29,645.5000,2489.3501,21406.8496
1996-04-01,653.7300,2500.7500,21560.3906
1996-04-02,655.2600,2508.1101,21600.0801
1996-04-03,655.8800,2489.5200,21464.7305
1996-04-04,655.8600,2498.7500,21471.1602
1996-04-09,642.1900,2510.8101,21744.1699
1996-04-10,633.5000,2525.5901,21791.6992
1996-04-11,631.1800,2508.1201,21694.4297
1996-04-12,636.7100,2526.7400,21660.4707
1996-04-15,642.4900,2540.7900,21883.0391
1996-04-16,645.0000,2547.3201,21868.1699
1996-04-17,641.6100,2519.8201,21816.2207
1996-04-18,643.6100,2524.1799,21812.5000
1996-04-19,645.0700,2535.8601,21883.8398
1996-04-22,647.8900,2549.2700,22123.8906
1996-04-23,651.5800,2549.1201,22119.8809
1996-04-24,650.1700,2524.8401,22282.0508
1996-04-25,652.8700,2538.6799,22230.0996
1996-04-26,653.4600,2539.8799,22235.0293
1996-04-30,654.1700,2492.6299,22041.3008
1996-05-02,643.3800,2465.4900,21662.3809
1996-05-07,638.2600,2476.7900,21495.2793
1996-05-08,644.7700,2456.7800,21728.5996
1996-05-09,645.4400,2470.5701,21411.8809
1996-05-10,652.0900,2499.0200,21420.1191
1996-05-13,661.5100,2496.3301,21171.8203
1996-05-14,665.6000,2528.2000,21301.0508
1996-05-15,665.4200,2534.3999,22055.9707
1996-05-17,668.9100,2552.2900,21916.5996
1996-05-20,673.1500,2541.9800,21979.0000
1996-05-21,672.7600,2564.1201,22091.7402
1996-05-22,678.4200,2548.7900,21958.0000
1996-05-23,676.0000,2546.5500,21724.0801
1996-05-24,678.5100,2549.5300,21798.4297
1996-05-28,672.2300,2559.1499,21944.5293
1996-05-29,667.9300,2548.5300,22021.5000
1996-05-30,671.7000,2535.7800,21886.3496
1996-05-31,669.1200,2523.8101,21956.1895
1996-06-03,667.6800,2543.9900,21588.5195
1996-06-04,672.5600,2550.4199,21858.1191
1996-06-05,678.4400,2551.0300,21881.4297
1996-06-07,673.3100,2536.0300,21751.8105
1996-06-10,672.1600,2552.9600,21719.1504
1996-06-11,670.9700,2571.1001,21817.6191
1996-06-12,669.0400,2569.8999,22104.8008
1996-06-13,667.9200,2566.1299,22082.4004
1996-06-14,665.8500,2544.8999,22289.3906
1996-06-17,665.1600,2549.7100,22245.3809
1996-06-18,662.0600,2555.8101,22332.4004
1996-06-19,661.9600,2546.0400,22367.3594
1996-06-20,662.1000,2532.2200,22437.3008
1996-06-21,666.8400,2547.7800,22530.6504
1996-06-24,668.8500,2562.1899,22603.1992
1996-06-25,668.4800,2578.3601,22597.1699
1996-06-26,664.3900,2572.0601,22666.8008
1996-06-27,668.5500,2551.8000,22501.6094
1996-06-28,670.6300,2570.4399,22530.7500
1996-07-01,675.8800,2573.4399,22455.4902
1996-07-02,673.6100,2565.3201,22347.9707
1996-07-03,672.4000,2566.3201,22379.0195
1996-07-05,657.4400,2568.7900,22232.4199
1996-07-08,652.5400,2561.5100,21924.9395
1996-07-09,654.7500,2562.2400,21919.8203
1996-07-10,656.0600,2573.0000,21778.9395
1996-07-11,645.6700,2561.9500,21892.5801
1996-07-12,646.1900,2548.9700,21656.4492
1996-07-15,629.8000,2529.5000,21753.4199
1996-07-16,628.3700,2475.9800,21406.3496
1996-07-17,634.0700,2497.6899,21412.8809
1996-07-18,643.5600,2505.5601,21566.4199
1996-07-19,638.7300,2498.3501,21476.2891
1996-07-22,633.7700,2468.3201,21005.6309
1996-07-23,626.8700,2488.8201,21163.6895
1996-07-24,626.6500,2459.1299,20631.0293
1996-07-25,631.1700,2464.5100,20883.8398
1996-07-26,635.9000,2469.5100,21124.9004
1996-07-29,630.9100,2472.2500,20967.5391
1996-07-30,635.2600,2466.8401,20880.3301
1996-07-31,639.9500,2491.5000,20692.8301
1996-08-01,650.0200,2504.1599,20984.8301
1996-08-02,662.4900,2520.2600,20940.4102
1996-08-05,660.2300,2520.5200,21077.4707
1996-08-06,662.3800,2527.7300,20744.8809
1996-08-07,664.1600,2541.4099,20477.5898
1996-08-08,662.5900,2534.6299,20731.3105
1996-08-09,662.1000,2532.9600,20551.0508
1996-08-12,665.7700,2529.1399,20666.5996
1996-08-13,660.2000,2545.6499,20864.9492
1996-08-14,662.0500,2544.6101,20981.1094
1996-08-15,662.2800,2542.7500,20968.2500
1996-08-16,665.2100,2567.9600,20834.0000
1996-08-19,666.5800,2556.2500,21106.4102
1996-08-20,665.6900,2562.1201,21127.0098
1996-08-21,665.0700,2534.4399,21275.0195
1996-08-22,670.6800,2559.4199,21363.2402
1996-08-23,667.0300,2562.1201,21228.8008
1996-08-26,663.8800,2554.4199,20883.7402
1996-08-27,666.4000,2563.5901,20910.2695
1996-08-28,664.8100,2556.6399,20709.8105
1996-08-29,657.4000,2548.8401,20553.1602
1996-08-30,651.9900,2534.4900,20166.9004
1996-09-03,654.7200,2528.7300,20198.1504
1996-09-04,655.6100,2526.1799,20201.8691
1996-09-05,649.4400,2532.5500,20379.8203
1996-09-06,655.6800,2542.7400,20152.5293
1996-09-09,663.7600,2549.7100,20202.2695
1996-09-10,663.8100,2568.7700,20559.5898
1996-09-11,667.2800,2568.7000,20571.0391
1996-09-12,671.1500,2588.0400,20443.9297
1996-09-13,680.5400,2614.5000,20842.6406
1996-09-17,682.9400,2626.4299,21310.5898
1996-09-18,681.4700,2621.2000,21156.7500
1996-09-19,683.0000,2625.4600,21322.8496
1996-09-20,687.0300,2641.5000,21112.2402
1996-09-24,685.6100,2643.4199,21171.9902
1996-09-25,685.8300,2663.1001,21350.6699
1996-09-26,685.8600,2664.9600,21461.3691
1996-09-27,686.1900,2659.8601,21547.0195
1996-09-30,687.3300,2655.4900,21556.4004
1996-10-01,689.0800,2654.3401,21462.9707
1996-10-02,694.0100,2685.2900,21498.5996
1996-10-04,701.4600,2704.2500,21148.0293
1996-10-07,703.3400,2705.2100,21161.0098
1996-10-08,700.6400,2702.6001,21038.5293
1996-10-09,696.7400,2685.2300,20870.8301
1996-10-11,700.6600,2692.6899,20968.1602
1996-10-14,703.5400,2700.8301,21029.2500
1996-10-15,702.5700,2718.7300,21429.9297
1996-10-16,704.4100,2705.0601,21397.1895
1996-10-17,706.9900,2717.5000,21423.7402
1996-10-18,710.8200,2727.5601,21612.3008
1996-10-21,709.8500,2733.6699,21302.9492
1996-10-22,706.5700,2721.7400,21123.6797
1996-10-23,707.2700,2678.8899,21082.1504
1996-10-24,702.2900,2681.9399,21003.4902
1996-10-25,700.9200,2690.7900,20739.9707
1996-10-28,697.2600,2703.3301,20885.4102
1996-10-29,701.5000,2675.5000,20958.0801
1996-10-30,700.9000,2664.7200,20681.6699
1996-10-31,705.2700,2671.3999,20466.8594
1996-11-01,703.7700,2670.1899,20633.0605
1996-11-05,714.1400,2716.1599,20592.3301
1996-11-06,724.5900,2735.2800,20991.5195
1996-11-07,727.6500,2724.2500,20771.1094
1996-11-08,730.8200,2732.2900,21201.0391
1996-11-11,731.8700,2730.4399,21065.0801
1996-11-12,729.5600,2764.3000,21206.4297
1996-11-13,731.1300,2770.6101,20979.4395
1996-11-14,735.8800,2784.3899,21031.0391
1996-11-15,737.6200,2800.6001,20929.7305
1996-11-18,737.0200,2768.8999,20796.3691
1996-11-19,742.1600,2781.5400,20956.1797
1996-11-20,743.9500,2766.0801,21189.9609
1996-11-21,742.7500,2765.2900,21143.3398
1996-11-22,748.7300,2769.4700,21216.1094
1996-11-25,757.0300,2800.5200,21293.5703
1996-11-26,755.9600,2808.6201,21418.2500
1996-11-27,755.0000,2793.8601,21345.2793
1996-11-29,757.0200,2848.8401,21020.3594
1996-12-02,756.5600,2853.4600,20674.6895
1996-12-03,748.2800,2900.7600,20630.5605
1996-12-04,745.1000,2880.8899,20659.9102
1996-12-05,744.3800,2894.4299,20943.9004
1996-12-06,739.6000,2832.5300,20276.6992
1996-12-09,749.7600,2870.3000,20603.7109
1996-12-10,747.5400,2890.9500,20822.1191
1996-12-11,740.7300,2836.3601,20568.3809
1996-12-12,729.3000,2846.9399,20501.1992
1996-12-13,728.6400,2815.7700,20341.3906
1996-12-16,720.9800,2841.1599,20422.0391
1996-12-17,726.0400,2808.5000,20413.4609
1996-12-18,731.5400,2814.2300,20093.0293
1996-12-19,745.7600,2824.8301,19570.6699
1996-12-20,748.8700,2835.5400,19690.4609
1996-12-27,756.7900,2859.2200,19369.0391
1996-12-30,753.8500,2880.0701,19361.3496
1997-01-06,747.6500,2890.2000,19446.0000
1997-01-07,753.2300,2876.3401,18896.1895
1997-01-08,748.4100,2904.0801,18680.3809
1997-01-09,754.8500,2936.6899,18073.8691
1997-01-10,759.5000,2915.8101,17303.6504
1997-01-13,759.5100,2956.7800,18118.7891
1997-01-14,768.8600,2978.8401,18093.1309
1997-01-16,769.7500,2996.1201,18144.3398
1997-01-17,776.1700,3006.8701,18090.0391
1997-01-20,776.7000,2999.1899,17480.3398
1997-01-21,782.7200,3000.6599,17358.1602
1997-01-22,786.2300,3026.6299,18013.8809
1997-01-23,777.5600,3037.2800,17909.4609
1997-01-24,770.5200,2982.6299,17689.3594
1997-01-27,765.0200,2992.5500,17334.9004
1997-01-28,765.0200,3028.2700,17796.5703
1997-01-29,772.5000,2997.9500,18335.3008
1997-01-30,784.1700,3018.5801,17864.0391
1997-01-31,786.1600,3037.7000,18330.0098
1997-02-03,786.7300,3064.7000,18085.9492
1997-02-04,789.2600,3067.4800,18314.3301
1997-02-05,778.2800,3114.7300,18185.9707
1997-02-06,780.1500,3124.7800,18038.4297
1997-02-07,789.5600,3161.3601,17867.0391
1997-02-10,785.4300,3185.7200,18181.1699
1997-02-11,789.5900,3191.4500,18314.0000
1997-02-12,802.7700,3211.0100,18409.9609
1997-02-13,811.8200,3256.8601,18688.0605
1997-02-14,808.4800,3249.1699,18722.0000
1997-02-18,816.2900,3230.8301,18470.7500
1997-02-19,812.4900,3209.0400,18599.1191
1997-02-20,802.8000,3197.0901,19051.7109
1997-02-21,801.7700,3203.7900,19034.5391
1997-02-24,810.2800,3180.6299,18896.9902
1997-02-25,812.0300,3233.3401,19070.0703
1997-02-26,805.6800,3245.0200,18990.9199
1997-02-27,795.0700,3272.5801,19021.5605
1997-02-28,790.8200,3261.0400,18557.0000
1997-03-03,795.3100,3258.7400,18429.1309
1997-03-04,790.9500,3345.0901,18564.7793
1997-03-05,801.9900,3375.4500,18273.5098
1997-03-06,798.5600,3396.5500,18041.3301
1997-03-07,804.9700,3419.5100,18198.7402
1997-03-10,813.6500,3426.7700,18113.8906
1997-03-11,811.3400,3430.9500,18267.7207
1997-03-12,804.2600,3382.3999,18183.2695
